Time	Lat	Long	TTFF	Count	Commands	TxTries	ONT	DiskUsed	Files	I	V	Temperature	CTTemp	CTCond	AirmarAirTemp	AirmarWindDirection	AirmarWindSpeed	AirmarWindGust	AirmarHeading	AirmarAirFix	WBT_Status	WBT_Step	WBT_Min	WBT_dB	WBT_L00	WBT_L01	WBT_L02	WBT_L03	WBT_L04	WBT_L05	WBT_L06	WBT_L07	WBT_L08	WBT_L09	WBT_L10	WBT_L11	WBT_L12	WBT_L13	WBT_L14	WBT_L15	WBT_L16	WBT_L17	WBT_L18	WBT_L19
2024-06-22 18:08	63.76098	-68.544	12	0	0	0	10	0	0	0.007	13.4	21																																
2024-06-22 18:10	63.76098	-68.54403	12	1	0	1	10	0	0	0.007	13.4	20																																
2024-06-26 14:20	62.94687	-82.02987	12	1	0	3	10	0	0	0.007	13.6	7																																
2024-06-26 18:48	62.94813	-82.03068	11	0	0	0	10	0	0	0.009	13.5	14																																
2024-06-26 19:00	62.94807	-82.03107	11	2	0	3	320	0	0	0.007	13.4	13	2.728	15.77	2.1	0	0	0	0	0	0	4	3	-42	-34	-40	-46	-52																
2024-06-26 19:10	62.94801	-82.03083	12	3	0	1	320	0	0	0.007	13.5	12	1.497	23.68	2.5	0	1	1	0	0	0	4	3	-40	-34	-40	-40	-46																
2024-06-26 19:20	62.94798	-82.03119	11	4	0	1	320	0	0	0.007	13.5	11	1.572	24.39	2.6	0	0	0	0	0	0	4	3	-52	-46	-52	-58	-58																
2024-06-26 19:30	62.94798	-82.03119	11	5	1	1	10	0	0	0.007	13.5	10																																
2024-06-26 19:35	62.94798	-82.03119	11	6	0	3	10	0	0	0.007	13.5	10																																
2024-06-26 19:40	62.94798	-82.03125	12	7	0	1	10	0	0	0.007	13.6	9																																
2024-06-26 19:50	62.94798	-82.03128	12	9	0	3	10	0	0	0.007	13.6	9																																
2024-06-26 20:00	62.94801	-82.03134	12	11	0	3	10	0	0	0.007	13.7	8																																
2024-06-26 20:05	62.94798	-82.03131	11	12	0	1	10	0	0	0.007	13.8	8																																
2024-06-26 20:10	62.94798	-82.03131	11	13	0	1	10	0	0	0.007	13.9	8																																
2024-06-26 20:15	62.94798	-82.03134	11	14	0	1	10	0	0	0.007	13.9	8																																
2024-06-26 20:20	62.94801	-82.0314	12	15	0	1	10	0	0	0.007	13.9	8																																
2024-06-26 20:25	62.94798	-82.03134	12	16	0	1	10	0	0	0.007	13.9	8																																
2024-06-26 20:30	62.94798	-82.03134	11	17	0	1	10	0	0	0.007	13.9	8																																
2024-06-26 20:35	62.94798	-82.03134	12	18	0	1	10	0	0	0.007	13.8	8																																
2024-06-26 20:40	62.94795	-82.03137	12	19	0	1	10	0	0	0.007	13.9	8																																
2024-06-26 20:45	62.94792	-82.03125	13	20	0	1	10	0	0	0.007	13.9	8																																
2024-06-26 20:50	62.94798	-82.03122	12	21	0	1	10	0	0	0.007	13.9	8																																
2024-06-26 20:55	62.94801	-82.03137	12	22	2	1	330	0	0	0.007	13.9	8	1.814	22.99	2.5	0	5	5	0	0	0	2	3	-65	-34	-46	-46	-52	-58	-58	-64	-64	-64	-70	-70	-70	-70	-76	-76	-76	-76	-76	-76	-76
2024-06-26 21:05	62.9502	-82.01739	17	23	0	1	330	0	0	0.007	13.9	8	1.215	25.54	1.4	0	2	2	0	0	0	2	3	-56	-70	-70	-40	-58	-64	-46	-46	-58	-64	-58	-58	-52	-52	-52	-52	-52	-58	-58	-58	-58
2024-06-26 21:15	62.95353	-82.01013	12	24	0	1	330	0	0	0.007	14.1	7	1.038	25.17	1.1	0	4	4	0	0	0	2	3	-67	-70	-70	-70	-70	-70	-70	-76	-70	-70	-70	-70	-76	-76	-76	-58		-46	-70	-76	-76
2024-06-26 21:25	62.95683	-82.00821	13	25	0	1	340	0	0	0.007	14	7	1.068	24.5	1.1	0	3	3	0	0	0	2	3	-68	-64	-64	-70	-64	-70	-70	-76	-70	-64	-76	-76	-82	-76	-76	-76	-76	-76	-64		-46
2024-06-26 21:35	62.9604	-82.00536	12	26	0	1	320	0	0	0.007	13.9	6	1.073	23.15	1.1	0	3	3	0	0	0	2	3	-74	-64	-64	-64	-76	-76	-76	-70	-70	-76	-76	-82	-82	-76	-82	-76	-76	-76	-76	-76	-76
2024-06-26 21:45	62.96481	-82.00575	12	27	0	1	320	0	0	0.007	13.9	6	0.979	23.21	0.8	0	4	4	0	0	0	2	3	-72	-58	-64	-64	-70	-70	-70	-64	-64	-70	-76	-82	-82	-82	-76	-76	-76	-76	-76	-76	-70
2024-06-26 21:55	62.96625	-82.00608	12	28	0	1	320	0	0	0.007	13.8	6	0.808	23.49	1	0	3	3	0	0	0	2	3	-72	-64	-64	-64	-64	-64	-70	-70	-64	-64	-76	-82	-82	-82	-82	-76	-82	-76	-76	-76	-70
2024-06-26 22:05	62.96982	-82.00641	12	29	0	1	330	0	0	0.007	13.8	6	1.414	24.35	1.5	0	2	2	0	0	0	2	3	-75	-64	-64	-64	-70	-76	-76	-76	-70	-76	-76	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76
2024-06-26 22:15	62.97081	-82.01181	12	30	0	3	330	0	0	0.007	13.7	6	1.845	24.74	1.7	0	2	2	0	0	0	2	3	-74	-64	-64	-64	-70	-76	-76	-70	-64	-76	-76	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76
2024-06-26 22:25	62.97228	-82.01772	12	31	0	1	320	0	0	0.007	13.7	5	1.519	24.27	1.7	0	2	2	0	0	0	2	3	-77	-64	-64	-70	-76	-76	-76	-76	-76	-76	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-70
2024-06-26 22:35	62.97459	-82.02057	12	32	0	1	320	0	0	0.007	13.8	5	1.622	24.42	1.4	0	3	3	0	0	0	2	3	-77	-64	-70	-70	-76	-76	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76
2024-06-26 23:05	62.97912	-82.01739	12	35	0	3	350	0	0	0.007	13.7	5	1.603	24.81	1.1	0	2	2	0	0	0	2	3	-77	-70	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-82	-76	-76	-70	-70	-70
2024-06-26 23:15	62.97963	-82.01607	11	36	1	3	590	0	0	0.007	13.8	5	1.65	24.88	1.3	0	3	3	0	0	0	2	7	-77	-70	-70	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-82	-76	-76	-70	-70	-70
2024-06-26 23:30	62.98101	-82.0197	11	37	1	1	590	0	0	0.007	13.8	5	1.694	25.21	1.5	0	3	3	0	0	0	2	7	-77	-64	-70	-76	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-82	-82	-76	-76	-64	-70
2024-06-26 23:50	62.98152	-82.02897	12	38	0	1	590	0	0	0.007	13.7	5	1.255	24.32	0.8	0	2	2	0	0	0	2	7	-77	-64	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-76	-70	-70	-70
2024-06-27 00:10	62.98524	-82.03761	12	39	0	1	590	0	0	0.007	13.7	4	0.772	23.92	0.6	0	4	4	0	0	0	2	7	-78	-70	-76	-82	-82	-82	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-70	-76	-70	-70
2024-06-27 00:30	62.99178	-82.03512	12	40	0	1	590	0	0	0.007	13.6	4	2.42	26.71	0.9	0	2	2	0	0	0	2	7	-78	-70	-76	-76	-82	-82	-82	-76	-76	-82	-82	-82	-82	-82	-76	-76	-76	-70	-70	-76	-70
2024-06-27 00:50	62.99619	-82.03722	12	41	0	1	590	0	0	0.007	13.5	4	1.901	25.91	0.8	0	3	3	0	0	0	2	7	-77	-70	-76	-82	-82	-82	-82	-82	-76	-82	-82	-82	-76	-70	-76	-76	-76	-76	-70	-70	-76
2024-06-27 01:10	62.99982	-82.03731	12	42	0	1	590	0	0	0.007	13.5	3	1.709	25.53	0.7	0	3	3	0	0	0	2	7	-76	-70	-76	-76	-76	-76	-76	-82	-76	-82	-82	-76	-76	-76	-76	-76	-76	-70	-70	-76	-76
2024-06-27 01:30	63.00351	-82.04004	14	43	1	1	570	0	0	0.007	13.4	3	1.633	25.31	0.6	0	4	4	0	0	0	2	7	-76	-70	-76	-76	-76	-76	-82	-82	-82	-82	-82	-82	-76	-76	-76	-70	-70	-70	-76	-76	-70
2024-06-27 01:40	63.00612	-82.03569	14	44	0	1	570	0	0	0.007	13.4	5	2.733	27.43	0.6	0	3	3	0	0	0	2	7	-76	-70	-76	-82	-76	-82	-82	-82	-82	-82	-82	-82	-76	-70	-70	-70	-70	-70	-76	-76	-76
2024-06-27 02:20	63.01395	-82.03143	12	46	0	3	560	0	0	0.007	13.4	4	2.443	27.23	0.6	0	3	3	0	0	0	2	7	-77	-70	-76	-82	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76	-70	-70	-70	-70
2024-06-27 02:30	63.01485	-82.03479	12	47	0	1	560	0	0	0.007	13.3	5	2.434	27.23	0.7	0	4	4	0	0	0	2	7	-77	-70	-76	-76	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-70	-70	-70	-76	-70
2024-06-27 02:40	63.01647	-82.03173	12	48	0	1	560	0	0	0.007	13.3	5	2.595	27.34	0.7	0	2	2	0	0	0	2	7	-75	-70	-76	-76	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76	-70	-70	-70	-70	-76	-70
2024-06-27 02:50	63.01575	-82.03635	12	49	0	1	560	0	0	0.007	13.3	5	2.454	27.23	0.7	0	2	2	0	0	0	2	7	-76	-70	-76	-76	-76	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-70	-70	-70	-70	-76	-76
2024-06-27 03:00	63.01746	-82.03428	12	50	0	1	560	0	0	0.007	13.3	5	2.593	27.35	0.7	0	3	3	0	0	0	2	7	-75	-70	-76	-76	-76	-82	-82	-82	-82	-82	-76	-76	-76	-76	-70	-70	-64	-70	-76	-76	-76
2024-06-27 03:10	63.01941	-82.03053	12	51	0	1	570	0	0	0.007	13.2	5	2.653	27.41	0.7	0	3	3	0	0	0	2	7	-74	-64	-70	-76	-76	-76	-82	-76	-76	-76	-76	-76	-76	-70	-70	-70	-70	-76	-76	-76	-76
2024-06-27 03:20	63.01974	-82.03314	12	52	0	1	560	0	0	0.007	13.3	5	2.643	27.39	0.6	0	3	3	0	0	0	2	7	-74	-64	-70	-76	-76	-76	-82	-76	-76	-76	-76	-76	-76	-70	-70	-70	-70	-70	-76	-76	-76
2024-06-27 03:30	63.01911	-82.03806	12	53	0	1	570	0	0	0.007	13.3	5	2.595	27.34	0.6	0	4	4	0	0	0	2	7	-74	-64	-64	-70	-76	-76	-82	-76	-76	-70	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76
2024-06-27 03:40	63.02061	-82.03701	13	54	0	1	570	0	0	0.007	13.2	5	2.657	27.37	0.6	0	3	3	0	0	0	2	7	-75	-64	-70	-76	-76	-82	-82	-70	-70	-70	-70	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76
2024-06-27 04:20	63.02646	-82.03095	11	56	0	3	560	0	0	0.007	13.3	4	2.679	27.47	0.7	0	2	2	0	0	0	2	7	-73	-64	-70	-76	-76	-70	-64	-64	-64	-64	-70	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76
2024-06-27 04:30	63.02823	-82.03296	12	57	0	1	560	0	0	0.007	13.2	5	2.754	27.48	0.7	0	3	3	0	0	0	2	7	-72	-64	-64	-76	-76	-70	-70	-64	-64	-64	-70	-76	-76	-82	-82	-76	-76	-76	-76	-76	-70
2024-06-27 04:50	63.03045	-82.03611	11	58	0	2	560	0	0	0.007	13.3	4	2.816	27.51	0.7	0	2	2	0	0	0	2	7	-72	-64	-58	-70	-76	-70	-70	-64	-64	-70	-76	-76	-76	-76	-76	-82	-76	-76	-76	-70	-70
2024-06-27 05:00	63.03207	-82.03263	11	59	0	1	560	0	0	0.007	13.2	5	2.718	27.42	0.7	0	2	2	0	0	0	2	7	-71	-64	-58	-70	-70	-70	-64	-64	-64	-70	-76	-76	-76	-76	-76	-76	-76	-76	-70	-70	-70
2024-06-27 05:10	63.03147	-82.03593	12	0	0	1	560	0	0	0.007	13.2	5	2.79	27.48	0.7	0	2	2	0	0	0	2	7	-71	-64	-58	-70	-70	-70	-64	-64	-64	-70	-76	-76	-76	-76	-76	-76	-76	-76	-70	-70	-70
2024-06-27 05:30	63.03465	-82.03335	11	1	0	2	560	0	0	0.007	13.3	4	2.726	27.42	0.6	0	2	2	0	0	0	2	7	-72	-64	-58	-76	-76	-76	-70	-64	-70	-64	-76	-76	-76	-76	-76	-76	-76	-76	-76	-70	-70
2024-06-27 05:40	63.03558	-82.03614	12	2	0	1	560	0	0	0.007	13.2	5	2.862	27.52	0.6	0	2	2	0	0	0	2	7	-73	-64	-64	-76	-76	-76	-70	-64	-70	-70	-76	-76	-76	-76	-76	-76	-76	-76	-76	-70	-70
2024-06-27 05:50	63.0369	-82.03662	12	3	0	1	560	0	0	0.007	13.2	5	2.74	27.41	0.5	0	2	2	0	0	0	2	7	-72	-64	-64	-76	-76	-76	-70	-64	-64	-70	-76	-76	-76	-76	-76	-76	-76	-76	-76	-70	-70
2024-06-27 06:00	63.03843	-82.03698	12	4	0	1	560	0	0	0.007	13.2	5	2.704	27.38	0.6	0	2	2	0	0	0	2	7	-72	-64	-64	-76	-76	-76	-70	-58	-64	-64	-76	-76	-76	-76	-76	-76	-76	-76	-70	-70	-70
2024-06-27 06:10	63.03957	-82.03674	12	5	0	1	560	0	0	0.007	13.2	6	2.62	27.34	0.6	0	2	2	0	0	0	2	7	-72	-64	-64	-76	-76	-76	-70	-58	-58	-58	-70	-76	-76	-76	-76	-76	-76	-76	-76	-70	-70
2024-06-27 06:30	63.04185	-82.03839	12	6	0	3	560	0	0	0.007	13.3	4	2.292	27.11	0.5	0	1	1	0	0	0	2	7	-71	-70	-70	-76	-76	-76	-64	-52	-52	-58	-70	-70	-76	-76	-76	-76	-76	-76	-76	-70	-70
2024-06-27 06:40	63.04281	-82.03902	12	7	0	1	560	0	0	0.007	13.2	5	2.34	27.11	0.6	0	2	2	0	0	0	2	7	-71	-70	-70	-70	-76	-76	-76	-58	-52	-58	-64	-70	-70	-70	-76	-76	-76	-76	-76	-76	-76
2024-06-27 06:50	63.04386	-82.04052	12	8	0	1	560	0	0	0.007	13.2	5	2.376	27.12	0.6	0	2	2	0	0	0	2	7	-71	-70	-70	-76	-76	-76	-76	-70	-64	-52	-58	-64	-70	-76	-76	-76	-76	-76	-76	-76	-76
2024-06-27 07:00	63.04536	-82.04247	12	9	0	1	570	0	0	0.007	13.2	5	2.418	27.17	0.5	0	2	2	0	0	0	2	7	-72	-64	-70	-76	-82	-82	-82	-76	-70	-52	-52	-58	-64	-76	-76	-76	-76	-76	-76	-76	-76
2024-06-27 07:20	63.04722	-82.04664	12	10	0	2	570	0	0	0.007	13.3	4	2.439	27.21	0.5	0	2	2	0	0	0	2	7	-72	-70	-64	-70	-76	-82	-82	-76	-76	-64	-58	-64	-70	-70	-76	-76	-76	-76	-76	-76	-76
2024-06-27 07:30	63.04821	-82.04868	12	11	0	1	560	0	0	0.007	13.2	5	2.465	27.21	0.5	0	2	2	0	0	0	2	7	-73	-70	-64	-70	-76	-82	-82	-82	-76	-64	-64	-64	-70	-70	-70	-76	-76	-76	-76	-76	-76
2024-06-27 07:40	63.0492	-82.05162	12	12	0	1	590	0	0	0.007	13.2	5	2.463	27.18	0.5	0	3	3	0	0	0	2	7	-74	-70	-70	-76	-82	-82	-82	-82	-76	-70	-70	-70	-70	-64	-70	-70	-76	-76	-76	-76	-76
2024-06-27 08:00	63.04812	-82.05276	12	13	0	1	560	0	0	0.007	13.3	4	2.445	27.13	0.3	0	2	2	0	0	0	2	7	-73	-70	-70	-76	-82	-82	-82	-82	-76	-76	-70	-70	-58	-58	-64	-70	-70	-76	-76	-76	-76
2024-06-27 08:20	63.04704	-82.05639	12	14	0	2	560	0	0	0.007	13.3	4	2.423	27.07	0.3	0	2	2	0	0	0	2	7	-73	-70	-70	-70	-76	-82	-82	-82	-82	-82	-76	-76	-64	-58	-64	-70	-70	-70	-70	-70	-70
2024-06-27 08:30	63.04563	-82.05531	11	15	0	1	560	0	0	0.007	13.2	5	2.384	27.05	0.2	0	1	1	0	0	0	2	7	-74	-64	-70	-70	-76	-82	-82	-82	-82	-82	-82	-76	-76	-64	-70	-70	-70	-70	-70	-70	-76
2024-06-27 08:40	63.0435	-82.05714	12	16	0	1	560	0	0	0.007	13.2	5	2.456	27.3	0.1	0	2	2	0	0	0	2	7	-75	-64	-70	-70	-82	-82	-82	-82	-82	-82	-82	-76	-76	-70	-70	-70	-76	-70	-70	-70	-70
2024-06-27 08:50	63.04386	-82.06245	12	17	0	1	560	0	0	0.007	13.2	5	2.478	27.3	0.1	0	2	2	0	0	0	2	7	-74	-64	-64	-70	-76	-82	-82	-82	-82	-82	-82	-82	-76	-70	-64	-64	-70	-70	-70	-70	-70
2024-06-27 09:00	63.04494	-82.06587	12	18	1	1	560	0	0	0.007	13.2	5	2.499	27.32	0	0	1	1	0	0	0	2	7	-74	-70	-70	-70	-82	-82	-82	-82	-82	-76	-82	-76	-76	-70	-70	-64	-76	-76	-70	-70	-70
2024-06-27 09:20	63.04599	-82.07436	12	19	0	3	570	0	0	0.024	13.2	4	2.572	27.39	0.7	35	4	4	0	1	0	2	7	-75	-70	-70	-70	-82	-82	-82	-82	-82	-76	-82	-76	-76	-76	-70	-64	-70	-76	-70	-70	-70
2024-06-27 09:30	63.04443	-82.07787	12	20	0	1	570	0	0	0.022	13.2	5	2.476	27.32	0.8	35	2	2	0	1	0	2	7	-74	-70	-70	-70	-76	-82	-82	-82	-82	-82	-76	-82	-82	-76	-70	-70	-70	-64	-64	-70	-70
2024-06-27 09:40	63.04311	-82.08042	12	21	0	1	560	0	0	0.024	13.2	5	2.48	27.37	0.8	20	3	4	0	1	0	2	7	-74	-64	-70	-70	-76	-82	-82	-82	-82	-82	-76	-82	-82	-76	-76	-76	-70	-64	-64	-70	-70
2024-06-27 09:50	63.04179	-82.08063	12	22	0	1	560	0	0	0.024	13.2	5	2.452	27.29	0.9	50	2	4	0	1	0	2	7	-74	-64	-64	-70	-76	-82	-82	-82	-82	-82	-76	-82	-82	-76	-76	-76	-64	-64	-64	-64	-70
2024-06-27 10:00	63.04038	-82.08105	41	23	0	1	590	0	0	0.022	13.2	6	2.465	27.3	0.9	40	2	3	0	1	0	2	7	-73	-64	-64	-70	-76	-82	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-70	-58	-58	-64	-70
2024-06-27 10:20	63.03819	-82.08342	11	24	0	1	560	0	0	0.022	13.3	4	2.473	27.29	0.8	0	1	3	0	1	0	2	7	-73	-64	-64	-64	-76	-82	-82	-82	-82	-82	-76	-82	-82	-82	-76	-76	-70	-64	-64	-64	-64
2024-06-27 10:30	63.03753	-82.0842	11	25	0	1	560	0	0	0.024	13.3	5	2.461	27.28	0.2	335	3	4	0	1	0	2	7	-75	-64	-70	-64	-76	-82	-82	-82	-76	-82	-76	-82	-82	-82	-76	-76	-70	-70	-70	-70	-70
2024-06-27 10:40	63.0378	-82.08294	11	26	0	1	560	0	0	0.022	13.3	5	2.63	27.43	0	340	3	3	0	1	0	2	7	-73	-64	-64	-70	-76	-82	-82	-82	-82	-82	-76	-82	-76	-76	-76	-70	-70	-64	-64	-64	-70
2024-06-27 11:10	63.03774	-82.07883	12	28	0	3	560	0	0	0.022	13.4	4	2.672	27.4	0	350	2	3	0	1	0	2	7	-76	-64	-64	-70	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-70	-64	-64
2024-06-27 11:20	63.03723	-82.07829	11	29	0	1	560	0	0	0.022	13.4	5	2.685	27.44	0	360	2	3	0	1	0	2	7	-76	-64	-70	-70	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-70	-76	-70	-70	-70
2024-06-27 11:30	63.03621	-82.07781	12	30	0	1	560	0	0	0.022	13.4	5	2.69	27.47	0	10	3	4	0	1	0	2	7	-75	-70	-70	-70	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-70	-64	-70	-76	-70	-70	-70
2024-06-27 11:40	63.03534	-82.07505	11	31	0	1	560	0	0	0.022	13.4	6	2.708	27.45	-0.1	70	1	2	0	1	0	2	7	-77	-70	-70	-70	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-70	-76	-76	-76	-70
2024-06-27 12:00	63.03345	-82.08168	12	32	0	2	570	0	0	0.022	13.5	4	2.593	27.37	0.2	70	1	1	0	1	0	2	7	-75	-64	-64	-70	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-70	-70	-70	-76	-76	-70
2024-06-27 12:10	63.03249	-82.08453	13	33	0	1	570	0	0	0.024	13.5	6	2.587	27.39	0.8	30	1	2	0	1	0	2	7	-76	-64	-64	-70	-76	-82	-82	-82	-76	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76
2024-06-27 12:20	63.03165	-82.08396	13	34	0	1	570	0	0	0.022	13.6	6	2.589	27.33	1.3	55	1	2	0	1	0	2	7	-75	-70	-70	-64	-76	-82	-82	-82	-82	-82	-82	-82	-82	-64	-64	-70	-76	-76	-76	-76	-76
2024-06-27 12:30	63.03036	-82.08306	12	35	0	1	560	0	0	0.022	13.6	6	2.617	27.31	2	355	1	2	0	1	0	2	7	-76	-64	-70	-64	-76	-82	-82	-82	-82	-82	-82	-82	-82	-76	-70	-76	-76	-76	-76	-76	-76
2024-06-27 12:50	63.02811	-82.07841	14	36	0	3	570	0	0	0.022	13.6	5	2.677	27.39	1.7	40	2	3	0	1	0	2	7	-76	-64	-64	-64	-64	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-70	-76	-76	-76	-76
2024-06-27 13:00	63.02661	-82.07652	13	37	0	1	570	0	0	0.022	13.6	6	2.794	27.55	2.3	325	2	2	0	1	0	2	7	-74	-64	-64	-64	-64	-64	-76	-82	-82	-82	-82	-82	-82	-82	-76	-70	-76	-76	-76	-76	-76
2024-06-27 13:10	63.02526	-82.07334	18	38	0	1	570	0	0	0.022	13.7	7	2.76	27.5	1.5	5	1	1	0	1	0	2	7	-74	-64	-64	-64	-64	-64	-76	-82	-82	-82	-82	-82	-82	-82	-76	-70	-82	-76	-76	-76	-76
2024-06-27 13:20	63.02424	-82.07316	13	39	0	1	570	0	0	0.022	13.7	7	2.895	27.6	2.8	335	1	2	0	1	0	2	7	-75	-64	-64	-64	-64	-64	-76	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76	-76	-76	-76	-76
2024-06-27 13:30	63.02262	-82.07109	13	40	0	1	570	0	0	0.022	13.6	7	2.957	27.64	5.1	320	1	2	0	1	0	2	7	-75	-64	-64	-64	-64	-70	-76	-76	-82	-82	-82	-76	-76	-76	-82	-76	-76	-76	-76	-76	-76
2024-06-27 13:40	63.02118	-82.06947	15	41	0	1	600	0	0	0.022	13.7	7	3.017	27.67	2.8	335	1	1	0	1	0	2	7	-75	-64	-64	-64	-64	-70	-76	-76	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76	-76	-76	-76
2024-06-27 14:00	63.01782	-82.06446	11	42	0	1	560	0	0	0.022	14	6	3.359	27.92	5.4	315	2	3	0	1	0	2	7	-75	-64	-64	-70	-70	-70	-76	-76	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76	-76	-76
2024-06-27 14:10	63.01683	-82.06122	11	43	0	1	560	0	0	0.022	14	7	3.281	27.85	6	325	2	2	0	1	0	2	7	-75	-64	-64	-70	-64	-70	-76	-82	-76	-82	-82	-82	-76	-76	-76	-82	-76	-76	-76	-70	-70
2024-06-27 14:20	63.0159	-82.05681	12	44	0	1	560	0	0	0.022	13.9	8	3.177	27.69	6.1	300	2	2	0	1	0	2	7	-76	-64	-64	-70	-70	-70	-76	-82	-82	-82	-82	-82	-82	-76	-76	-82	-76	-76	-76	-76	-76
2024-06-27 14:30	63.01482	-82.05198	12	45	0	1	560	0	0	0.022	13.6	8	3.202	27.72	6.3	295	2	2	0	1	0	2	7	-76	-64	-64	-70	-70	-70	-76	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76	-76
2024-06-27 14:40	63.01356	-82.0467	12	46	0	1	560	0	0	0.022	13.9	8	3.222	27.81	6.2	275	2	3	0	1	0	2	7	-75	-64	-64	-70	-70	-70	-76	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76	-76	-76	-76
2024-06-27 14:50	63.01257	-82.04136	12	47	0	1	560	0	0	0.022	14	8	3.234	27.88	6	265	2	3	0	1	0	2	7	-75	-64	-64	-70	-64	-70	-76	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76	-76	-76
2024-06-27 15:00	63.0123	-82.03533	12	48	0	1	570	0	0	0.022	14	9	3.092	27.83	4.4	280	3	3	0	1	0	2	7	-75	-64	-70	-64	-64	-70	-76	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76	-76	-76
2024-06-27 15:10	63.01305	-82.03041	12	49	0	1	560	0	0	0.022	14.1	9	3.352	27.93	3.2	270	3	3	0	1	0	2	7	-75	-64	-70	-64	-64	-70	-76	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76	-76
2024-06-27 15:20	63.01425	-82.02684	12	50	0	1	560	0	0	0.022	14.2	9	3.444	27.95	3	275	2	3	0	1	0	2	7	-75	-64	-70	-64	-64	-70	-70	-76	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76	-76
2024-06-27 15:40	63.01614	-82.0203	12	51	0	3	560	0	0	0.022	14	8	3.417	27.86	3	270	3	3	0	1	0	2	7	-75	-64	-70	-70	-64	-64	-70	-76	-82	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76	-70
2024-06-27 15:50	63.01701	-82.01745	12	52	0	1	570	0	0	0.022	14.1	10	3.297	27.85	3.1	275	3	3	0	1	0	2	7	-76	-70	-76	-70	-64	-64	-70	-76	-82	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76	-76
2024-06-27 16:00	63.0177	-82.01496	41	53	0	1	590	0	0	0.022	14	10	3.481	27.96	2.8	280	3	3	0	1	0	2	7	-76	-70	-76	-70	-70	-70	-70	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76
2024-06-27 16:20	63.01875	-82.01028	11	54	0	2	560	0	0	0.022	14.2	9	3.435	27.99	3.3	285	2	3	0	1	0	2	7	-78	-64	-76	-76	-70	-76	-76	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76
2024-06-27 16:30	63.01935	-82.00824	12	55	0	1	560	0	0	0.022	14.2	10	3.398	27.89	3.5	295	3	3	0	1	0	2	7	-78	-70	-76	-76	-70	-76	-76	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-76	-70
2024-06-27 16:40	63.01962	-82.00569	11	56	0	1	560	0	0	0.022	14.1	10	3.396	27.9	3.5	295	3	3	0	1	0	2	7	-78	-70	-76	-76	-70	-76	-76	-76	-82	-82	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76
2024-06-27 16:50	63.02022	-82.00308	11	57	0	1	560	0	0	0.022	14.2	10	3.446	27.95	3.7	285	3	3	0	1	0	2	7	-78	-70	-76	-76	-76	-76	-76	-76	-76	-82	-82	-82	-82	-82	-82	-82	-82	-76	-76	-76	-76
